"FullName","TARAbbrev","TMAbbrev","PlayByPlayStyle","URL","ScheduleStyle","TeamWithNickname"
"UTexasSanAntonio","TSA",NA,NA,NA,NA,NA
"LouisianaLafayette","ULL",NA,NA,NA,NA,NA
"StephenFAustinState","SFA",NA,NA,NA,NA,NA
"UTexasRioGrandeValley","TRG",NA,NA,NA,NA,NA
"ArkansasLittleRock","ALR",NA,NA,NA,NA,NA
"LouisianaState","LSU",NA,NA,NA,NA,NA
"SoutheasternLouisiana","SLA",NA,NA,NA,NA,NA
"U Texas","TEX",NA,NA,NA,NA,NA
NA,"CSF","CAL_FUL",NA,NA,NA,NA
"Gardner Webb","GWU",NA,NA,NA,NA,NA
NA,"RIU","RHO_RAM",NA,NA,NA,NA
"North Carolina A&T","UNA",NA,NA,NA,NA,NA
NA,"MOH","MIA_RED",NA,NA,NA,NA
NA,"KAN","KAN_JAY",NA,NA,NA,NA
NA,"UCS","UCSB_GAU",NA,NA,NA,NA
"UCSB","UCS",NA,NA,NA,NA,NA
"U Oklahoma","OKL",NA,NA,NA,NA,NA
NA,"CIS","CAN_GRI",NA,NA,NA,NA
"Virginia Commonwealth","VCU",NA,NA,NA,NA,NA
NA,"OSU","ORE_BEA",NA,NA,NA,NA
NA,"YOU","YSU_PEN",NA,NA,NA,NA
NA,"ISU","IND_SYC",NA,NA,NA,NA
NA,"ASU","ARI_SUN",NA,NA,NA,NA
NA,"TEN","TEN_VOL",NA,NA,NA,NA
NA,"NIU","NIU_HUS",NA,NA,NA,NA
NA,"ARL","ARL_MAV",NA,NA,NA,NA
"U Texas Arlington","ARL",NA,NA,NA,NA,NA
"Appalachain State","APP","APP_MOU",NA,NA,NA,NA
NA,"SST","SAC_HOR",NA,NA,NA,NA
NA,"MAN","MAN_JAS",NA,NA,NA,NA
NA,"NWS","NOR_CAT",NA,NA,NA,NA
NA,"UCI","CAL_ANT",NA,NA,NA,NA
NA,"SJS","SAN_SPA",NA,NA,NA,NA
"U Maryland Baltimore County","UMB",NA,NA,NA,NA,NA
NA,"POR","POR_PIL",NA,NA,NA,NA
NA,"COR","CORN",NA,NA,NA,NA
NA,"OAK","OAK_GOL",NA,NA,NA,NA
"Oakland U","OAK",NA,NA,NA,NA,NA
NA,"HOU","HOU_COU",NA,NA,NA,NA
NA,"RID","RID_BRO",NA,NA,NA,NA
NA,"DRT","DAR_GRE",NA,NA,NA,NA
NA,"APU","AUS_GOV",NA,NA,NA,NA
NA,"MRS","MAR_RED",NA,NA,NA,NA
"St Johns","STJ",NA,NA,NA,NA,NA
NA,"GEW","GEO_COL",NA,NA,NA,NA
NA,"UCD","CAL_AGO",NA,NA,NA,NA
NA,"TSA","UTS_ROA",NA,NA,NA,NA
"U Texas San Antonio","TSA",NA,NA,NA,NA,NA
NA,"BGS","BGS_FAL",NA,NA,NA,NA
NA,"ION","ION_GAE",NA,NA,NA,NA
NA,"HAF","HAR_HAW",NA,NA,NA,NA
"U Hartford","HAF",NA,NA,NA,NA,NA
NA,"PRI","PRI_TIG",NA,NA,NA,NA
NA,"EMI","EMU_EAG",NA,NA,NA,NA
NA,"EIL","EIU_PAN",NA,NA,NA,NA
NA,"SDU","SAN_TOR",NA,NA,NA,NA
NA,"ULL","LOU_CAJ",NA,NA,NA,NA
"Louisiana Lafayette","ULL",NA,NA,NA,NA,NA
NA,"USF","USF_BUL",NA,NA,NA,NA
"U South Florida","USF",NA,NA,NA,NA,NA
NA,"STA","STA_CAR",NA,NA,NA,NA
NA,"SHE","SAC_PIO",NA,NA,NA,NA
NA,"SEA","SEA_RED",NA,NA,NA,NA
NA,"HAW","HAW_WAR",NA,NA,NA,NA
NA,"MIN","MIN_GOL",NA,NA,NA,NA
NA,"EKU","EKU_COL",NA,NA,NA,NA
NA,"LAF","LAF_LEP",NA,NA,NA,NA
NA,"TTU","TEX_RAI",NA,NA,NA,NA
NA,"ORL","NEW_PRI",NA,NA,NA,NA
"U New Orleans","ORL",NA,NA,NA,NA,NA
NA,"NSW","NOR_DEM",NA,NA,NA,NA
NA,"SFA","STE_LUM",NA,NA,NA,NA
"Stephen F Austin State","SFA",NA,NA,NA,NA,NA
NA,"ILW","WIU_LEA",NA,NA,NA,NA
NA,"VAN","VAN_COM",NA,NA,NA,NA
NA,"GRS","GRA_TIG",NA,NA,NA,NA
"Southeast Missouri State","SEM",NA,NA,NA,NA,NA
NA,"HBU","HBU_HUS",NA,NA,NA,NA
NA,"LMR","LAM_CAR",NA,NA,NA,NA
NA,"TUL","TUL_GRE",NA,NA,NA,NA
NA,"TRG","UTR_VAQ",NA,NA,NA,NA
"U Texas Rio Grande Valley","TRG",NA,NA,NA,NA,NA
NA,"UCF","UCF_KNI",NA,NA,NA,NA
"U Central Florida","UCF",NA,NA,NA,NA,NA
"Citadel","CIT",NA,NA,NA,NA,NA
NA,"FRE","FRE_BUL",NA,NA,NA,NA
NA,"PAC","PAC_TIG",NA,NA,NA,NA
NA,"PSU","PEN_NIT",NA,NA,NA,NA
"U Miami","MIA",NA,NA,NA,NA,NA
NA,"FAU","FAU_OWL",NA,NA,NA,NA
NA,"NOS","NOR_SPA",NA,NA,NA,NA
NA,"ALR","LIT_TRO",NA,NA,NA,NA
"Arkansas Little Rock","ALR",NA,NA,NA,NA,NA
NA,"NFU","NOF_OSP",NA,NA,NA,NA
"U North Florida","NFU",NA,NA,NA,NA,NA
NA,"SHS","SAM_BEA",NA,NA,NA,NA
NA,"ALR","LR_TRO",NA,NA,NA,NA
"Arkansas Little Rock","ALR",NA,NA,NA,NA,NA
NA,"CIN","CIN_BEA",NA,NA,NA,NA
NA,"WSU","WAS_COU",NA,NA,NA,NA
NA,"LSU","LSU_TIG",NA,NA,NA,NA
"Louisiana State","LSU",NA,NA,NA,NA,NA
NA,"OLE","OLE_REB",NA,NA,NA,NA
NA,"SLA","SOU_LIO",NA,NA,NA,NA
"Southeastern Louisiana","SLA",NA,NA,NA,NA,NA
NA,"BIN","BIN_BEA",NA,NA,NA,NA
NA,"NKU","NOK_NOR",NA,NA,NA,NA
NA,"GON","GON_BUL",NA,NA,NA,NA
NA,"NEV","NEV_WOL",NA,NA,NA,NA
"Cal St Northridge","CSN",NA,NA,NA,NA,NA
NA,"WKU","WES_HIL",NA,NA,NA,NA
NA,"WMU","WMI_BRO",NA,NA,NA,NA
NA,"UFL","FLA_GAT",NA,NA,NA,NA
"U Florida","UFL",NA,NA,NA,NA,NA
"PurdueFortWayne","PFW","","","",0,""
"ConcordiaChicago","CG3","","","",0,""
"Coe","CE3","","","",0,""
"SpringArbor","SP4","","","",0,""
"","UCR","CAL_HIG","","",0,""
"","NLV","UNL_REB","","",0,""
"","MSM","MSM_MTN","","",0,""
"","LIU","LIU_BLA","","",0,""
"","MES","MAR_HAW","","",0,""
"","CHA","CHA_FOR","","",0,""
"","VAL","VAL_CRU","","",0,""
"","SMI","SOU_GOL","","",0,""
"","CT+","CON_TIG","","",0,""
"","LW+","LOW_SPI","","",0,""
"","CSB","CSU_BAK","","",0,""
"","CE3","COE_KOH","","",0,""
"","MIL","UWM_PAN","","",0,""
"","GV4","GVU_VIK","","",0,""
"","CL+","CHA_STO","","",0,""
"","DY+","DAY_TOR","","",0,""
"","CR3","COR_RAM","","",0,""
NA,"WCU","WCC",NA,NA,NA,NA
NA,"KEN","KSU",NA,NA,NA,NA
NA,"JAC","JUD",NA,NA,NA,NA
NA,"INW","IWC",NA,NA,NA,NA
"UniversityofNorthCarolina","UNC","","","",0,""
"OregonStateUniversity","OSU","","","",0,""
"","WL-","WAL_SEN","","",0,""
"MountStMary's","MSM","","","",0,""
"Ind-Kokomo","IK4","","","",0,""
"NA","NULL","","","",0,""
"NorthCarolinaA&TState","UNA","","","",0,""
"VirginiaCommonwealth","VCU","","","",0,""
"Limestone","LM2","","","",0,""
