"PITCHERID","as.data.frame.locator.n...1...y"
"8887987",81.7054173812846
"8888303",80.3930192081321
"8888601",65.9574312649999
"8888674",76.8065404834012
"8888840",81.0309483527078
"8889521",76.4425835280074
"8889946",80.5565476542451
"8889955",77.8539652985846
"8890850",75.9662364229305
"8890866",75.0752487655635
"889110",76.3317826705742
"8891156",76.6628392508048
"8891157",83.3910093907254
"8891393",81.3703161070008
"8891416",76.7777625014336
"8891420",78.5164100983275
"8891424",77.7014818389793
"8891497",77.9180352290297
"8891794",78.86734888308
"8891802",83.4255980778995
"8891813",79.5205063381602
"8891905",79.4258862796905
"8891982",77.3177129000926
"8892000",73.6630846381384
"8892050",78.7585803790193
"8892154",75.3681027605411
"8892285",78.6870924620884
"8892344",82.0648054246918
"8892728",79.7465362250948
"8892772",76.2972651398465
"8892879",74.299912609258
"8892881",80.1204764717697
"8892899",79.539207058896
"8892907",80.1061026281115
"8893033",77.6179718000333
"8893135",79.7742649379056
"8893200",74.0169683196898
"8893206",77.7848031726124
"8893245",74.9024990870872
"8893247",77.8136898755515
"8893306",78.8523194619384
"8893361",80.1093995574433
"8893418",81.9927067277232
"8893563",81.4604242171843
"8893585",77.0665717328244
"8893639",80.4516912297012
"8893691",77.3688269892658
"8893721",80.4901080262159
"8893724",80.8199899617475
"8893737",73.5048179023685
"8893739",76.0537614789589
"8893742",77.7285886453786
"8893745",73.4766729905358
"8894179",79.4845868402974
"8894258",85.4875596741076
"8894477",77.8002098350589
"8894764",79.7219406962803
"8894770",77.1352549202875
"8894787",79.727856010954
"8894860",72.5382799409913
"8894977",75.3863057028529
"8894981",74.8474682585203
"8895067",80.8060402498116
"8895102",76.561785665897
"8895133",80.3208694038898
"8895143",81.1716829792945
"8895189",82.4638551709879
"8895224",79.1647754335084
"8895383",78.0737610198204
"8895395",79.1765540740901
"8895464",79.4752004082755
"8896955",80.8463125080495
"8896958",81.4036819313695
"8897967",81.1817345917165
"8898310",82.1336667202393
"8899356",77.3284575547439
"8899399",74.4488083293413
"8899747",81.863070748587
"8899980",83.1218356662416
"8900230",80.217527945588
"8900249",76.3802133255037
"8900330",76.5561762263745
"8900331",80.3592423152964
"8900449",81.7170934637199
"8900451",79.5554616971355
"8900662",80.4934023885203
"8901327",83.8438430817901
"900057",77.5208988339915
"900058",80.5183193285668
"900082",78.6537521904534
"900083",77.0102360748339
"900108",82.2518677553388
"9999339",74.3926550569923
"1000000930",71.1861704522896
"1000001188",76.2589949952131
"1000001195",80.6057569912367
"1000001212",80.7372896998694
"1000001496",82.3325826840648
"10000028",76.8769008378741
"1000010380",77.6668909166295
"10000356",79.4653217614147
"10000514",79.8903046409124
"10000555",81.7109720992318
"10000766",82.7382854794669
"1012521",76.3147439613457
"1012546",70.5938297537475
"1012573",78.2281346982588
"1012769",73.5807296156972
"1123744",78.0215990627925
"1124889",72.4288415907766
"1126032",78.1331985264884
"1126061",80.3632365615382
"1126075",80.4645914173945
"1126137",78.9226407201042
"1126146",79.0131589603766
"1126149",80.6250155050818
"1126161",82.5146505476919
"1126361",80.0947867069791
"1126494",80.8469103504576
"12680",78.687563101188
"12717",79.526738381152
"12734",79.350493596633
"2211131",82.655495336658
"2211293",83.1464137501171
"2211662",78.8980998304919
"2211717",85.0316345073519
"2211809",75.8229461796357
"657198",83.01545673304
"658319",79.2186953355836
"661390",78.6242846650934
"8880161",79.2602500343583
"8880173",77.9695397048797
"8880313",80.0242207281041
"8880464",79.0448715004622
"8880640",72.663233838805
"8880650",82.4297141211151
"8880655",74.9189241362569
"8880689",79.991512017988
"8880783",79.1173179873679
"8880792",80.9396397833165
"8880857",76.6107720922537
"8880887",76.0807755609455
"8880939",79.9447486553616
"8880944",80.8113185962241
"8880949",77.2349048149353
"8880989",76.8179813929716
"8881077",77.1352392671596
"8881128",77.5624613977833
"8881140",81.7374306721859
"8881155",85.3683146932709
"8881402",81.437106484018
"8881427",75.412954147132
"8881655",82.1526843304599
"8881665",80.1817058080282
"8881733",75.9906492344016
"8881788",79.2818152109124
"8881866",79.0584272825522
"8881869",81.657079739082
"8881876",81.6174485553191
"8881882",76.302154784475
"8881929",78.89170669604
"8882035",66.7175243868311
"8882061",80.8616682962534
"8882349",82.4060364455005
"8882749",78.5316566850899
"8882757",79.8756663553542
"8882761",80.3269836065682
"8883370",80.7746611541238
"8883401",83.8942285456938
"8883409",80.7217593990036
"8883426",80.4358954995392
"8883551",77.5000699353596
"8883559",79.0140053844972
"8883605",76.7506997165014
"8883822",77.7311410913082
"8883835",77.2904031250219
"8883857",82.7571696145101
"8883868",80.8059391513734
"8883939",77.7422151549534
"8883944",81.4253607953172
"8883948",80.4345581795501
"8883950",77.9614292318125
"8884021",82.7198200390527
"8884136",73.9931880245791
"8884756",77.8095634689219
"8885345",77.8045213976091
"8885347",80.191755046696
"8885371",78.1719858317081
